As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Aug 03, 1999",87.45,21.89,--,"4,256,257.50"
"Aug 02, 1999",86.01,21.57,--,"4,256,257.50"
"Jul 30, 1999",90.25,22.58,--,"4,256,257.50"
"Jul 29, 1999",91.11,22.75,--,"4,256,257.50"
"Jul 28, 1999",91.82,22.92,--,"4,256,257.50"
"Jul 27, 1999",93.51,23.31,--,"4,256,257.50"
"Jul 26, 1999",90.93,22.67,--,"4,256,257.50"
"Jul 23, 1999",94.78,23.79,--,"4,256,257.50"
"Jul 22, 1999",97.36,24.39,--,"4,256,257.50"
"Jul 21, 1999",98.55,24.66,--,"4,256,257.50"
"Jul 20, 1999",97.46,24.43,--,"4,256,257.50"
"Jul 19, 1999",97.67,24.44,--,"4,256,257.50"
"Jul 16, 1999",99.10,24.76,--,"4,256,257.50"
"Jul 15, 1999",99.27,24.77,--,"4,256,257.50"
"Jul 14, 1999",100.09,24.98,--,"4,256,257.50"
"Jul 13, 1999",99.08,24.76,--,"4,256,257.50"
"Jul 12, 1999",100.23,25.06,--,"4,256,257.50"
"Jul 09, 1999",99.94,25.08,--,"4,256,257.50"
"Jul 08, 1999",99.42,24.94,--,"4,256,257.50"
"Jul 07, 1999",98.16,24.61,--,"4,256,257.50"
"Jul 06, 1999",99.07,24.83,--,"4,256,257.50"
"Jul 02, 1999",98.77,24.80,--,"4,256,257.50"
"Jul 01, 1999",97.61,24.57,--,"4,256,257.50"
"Jun 30, 1999",94.57,23.80,--,"4,256,257.50"
"Jun 29, 1999",96.90,24.33,--,"4,256,257.50"
"Jun 28, 1999",95.51,24.00,--,"4,256,257.50"
"Jun 25, 1999",93.32,23.42,--,"4,256,257.50"
"Jun 24, 1999",92.82,23.30,--,"4,256,257.50"
"Jun 23, 1999",92.12,23.11,--,"4,256,257.50"
"Jun 22, 1999",91.74,23.01,--,"4,256,257.50"
"Jun 21, 1999",90.93,22.82,--,"4,256,257.50"
"Jun 18, 1999",91.12,22.88,--,"4,256,257.50"
"Jun 17, 1999",91.28,22.87,--,"4,256,257.50"
"Jun 16, 1999",91.77,23.03,--,"4,256,257.50"
"Jun 15, 1999",90.31,22.71,--,"4,256,257.50"
"Jun 14, 1999",90.69,22.82,--,"4,256,257.50"
"Jun 11, 1999",89.40,22.53,--,"4,256,257.50"
"Jun 10, 1999",88.77,22.32,--,"4,256,257.50"
"Jun 09, 1999",87.17,21.97,--,"4,256,257.50"
"Jun 08, 1999",86.90,21.88,--,"4,256,257.50"
"Jun 07, 1999",83.83,21.18,--,"4,256,257.50"
"Jun 04, 1999",85.08,21.49,--,"4,256,257.50"
"Jun 03, 1999",85.78,21.64,--,"4,256,257.50"
"Jun 02, 1999",86.51,21.81,--,"4,256,257.50"
"Jun 01, 1999",87.74,22.09,--,"4,256,257.50"
"May 28, 1999",86.38,21.74,--,"4,256,257.50"
"May 27, 1999",87.97,22.11,--,"4,256,257.50"
"May 26, 1999",86.96,21.87,--,"4,256,257.50"
"May 25, 1999",87.53,21.99,--,"4,256,257.50"
"May 24, 1999",85.52,21.52,--,"4,256,257.50"
"May 21, 1999",88.93,22.30,--,"4,256,257.50"
"May 20, 1999",90.02,22.56,--,"4,256,257.50"
"May 19, 1999",89.70,22.50,--,"4,256,257.50"
"May 18, 1999",90.63,22.75,--,"4,256,257.50"
"May 17, 1999",88.46,22.21,--,"4,256,257.50"
"May 14, 1999",89.09,22.37,--,"4,256,257.50"
"May 13, 1999",84.53,21.31,--,"4,256,257.50"
"May 12, 1999",82.99,20.95,--,"4,256,257.50"
"May 11, 1999",82.78,20.88,--,"4,256,257.50"
"May 10, 1999",80.64,20.32,--,"4,256,257.50"
"May 07, 1999",78.77,19.85,--,"4,256,257.50"
"May 06, 1999",81.89,20.63,--,"4,256,257.50"
"May 05, 1999",81.02,20.40,--,"4,256,257.50"
"May 04, 1999",79.16,19.94,--,"4,256,257.50"
"May 03, 1999",76.91,19.38,--,"4,256,257.50"
"Apr 30, 1999",76.61,19.31,--,"4,256,257.50"
"Apr 29, 1999",75.75,19.10,--,"4,256,257.50"
"Apr 28, 1999",74.94,18.91,--,"4,256,257.50"
"Apr 27, 1999",75.69,19.07,--,"4,256,257.50"
"Apr 26, 1999",76.04,19.18,--,"4,256,257.50"
"Apr 23, 1999",72.94,18.41,--,"4,256,257.50"
"Apr 22, 1999",71.72,18.12,--,"4,256,257.50"
"Apr 21, 1999",69.23,17.55,--,"4,256,257.50"
"Apr 20, 1999",69.72,17.66,--,"4,256,257.50"
"Apr 19, 1999",68.98,17.49,--,"4,256,257.50"
"Apr 16, 1999",67.15,17.05,--,"4,256,257.50"
"Apr 15, 1999",64.84,16.52,--,"4,256,257.50"
"Apr 14, 1999",64.35,16.41,--,"4,256,257.50"
"Apr 13, 1999",64.97,16.56,--,"4,256,257.50"
"Apr 12, 1999",63.38,16.16,--,"4,256,257.50"
"Apr 09, 1999",62.99,16.04,--,"4,256,257.50"
"Apr 08, 1999",61.51,15.69,--,"4,256,257.50"
"Apr 07, 1999",61.38,15.65,--,"4,256,257.50"
"Apr 06, 1999",61.50,15.67,--,"4,256,257.50"
"Apr 05, 1999",58.98,15.06,--,"4,256,257.50"
"Apr 01, 1999",58.24,14.89,--,"4,256,257.50"
"Mar 31, 1999",55.13,10.74,--,"4,256,257.50"
"Mar 30, 1999",54.57,10.65,--,"4,256,257.50"
"Mar 29, 1999",54.66,10.66,--,"4,256,257.50"
"Mar 26, 1999",54.66,10.66,--,"4,256,257.50"
"Mar 25, 1999",54.72,10.67,--,"4,256,257.50"
"Mar 24, 1999",54.04,10.54,--,"4,256,257.50"
"Mar 23, 1999",54.96,10.70,--,"4,256,257.50"
"Mar 22, 1999",55.55,10.80,--,"4,256,257.50"
"Mar 19, 1999",56.34,10.94,--,"4,256,257.50"
"Mar 18, 1999",56.41,10.94,--,"4,256,257.50"
"Mar 17, 1999",55.88,10.84,--,"4,256,257.50"
"Mar 16, 1999",55.79,10.84,--,"4,256,257.50"
"Mar 15, 1999",56.54,10.98,--,"4,256,257.50"
"Mar 12, 1999",57.74,11.19,--,"4,256,257.50"
"Mar 11, 1999",57.04,11.07,--,"4,256,257.50"
"Mar 10, 1999",57.50,11.15,--,"4,256,257.50"
"Mar 09, 1999",57.90,11.23,--,"4,256,257.50"
"Mar 08, 1999",56.46,10.97,--,"4,256,257.50"
"Mar 05, 1999",56.05,10.90,--,"4,256,257.50"
"Mar 04, 1999",56.25,10.95,--,"4,256,257.50"
"Mar 03, 1999",56.02,10.90,--,"4,256,257.50"
"Mar 02, 1999",57.53,11.18,--,"4,256,257.50"
"Mar 01, 1999",58.27,11.31,--,"4,256,257.50"
"Feb 26, 1999",59.57,11.55,--,"4,256,257.50"
"Feb 25, 1999",49.77,11.73,--,"4,256,257.50"
"Feb 24, 1999",50.09,11.79,--,"4,256,257.50"
"Feb 23, 1999",51.04,11.99,--,"4,256,257.50"
"Feb 22, 1999",51.02,12.00,--,"4,256,257.50"
"Feb 19, 1999",51.58,12.13,--,"4,256,257.50"
"Feb 18, 1999",51.69,12.16,--,"4,256,257.50"
"Feb 17, 1999",52.15,12.26,--,"4,256,257.50"
"Feb 16, 1999",52.14,12.26,--,"4,256,257.50"
"Feb 12, 1999",52.14,12.26,--,"4,256,257.50"
"Feb 11, 1999",51.47,12.09,--,"4,256,257.50"
"Feb 10, 1999",49.78,11.72,--,"4,256,257.50"
"Feb 09, 1999",49.97,11.76,--,"4,256,257.50"
"Feb 08, 1999",47.83,11.28,--,"4,256,257.50"
"Feb 05, 1999",51.15,12.03,--,"4,256,257.50"
"Feb 04, 1999",52.90,12.42,--,"4,256,257.50"
"Feb 03, 1999",51.93,12.20,--,"4,256,257.50"
"Feb 02, 1999",53.00,12.44,--,"4,256,257.50"
"Feb 01, 1999",54.07,12.68,--,"4,256,257.50"
"Jan 29, 1999",54.07,12.68,--,"4,256,257.50"
"Jan 28, 1999",54.24,12.75,--,"4,256,257.50"
"Jan 27, 1999",55.15,12.98,--,"4,256,257.50"
"Jan 26, 1999",55.28,13.03,--,"4,256,257.50"
"Jan 25, 1999",55.64,13.11,--,"4,256,257.50"
"Jan 22, 1999",56.56,13.29,--,"4,256,257.50"
"Jan 21, 1999",56.24,13.22,--,"4,256,257.50"
"Jan 20, 1999",54.57,12.83,--,"4,256,257.50"
"Jan 19, 1999",54.57,12.83,--,"4,256,257.50"
"Jan 15, 1999",54.57,12.83,--,"4,256,257.50"
"Jan 14, 1999",53.94,12.68,--,"4,256,257.50"
"Jan 13, 1999",54.02,12.69,--,"4,256,257.50"
"Jan 12, 1999",54.17,12.71,--,"4,256,257.50"
"Jan 11, 1999",54.86,12.86,--,"4,256,257.50"
"Jan 08, 1999",54.10,12.70,--,"4,256,257.50"
"Jan 07, 1999",53.38,12.58,--,"4,256,257.50"
"Jan 06, 1999",53.32,12.56,--,"4,256,257.50"
"Jan 05, 1999",51.57,12.19,--,"4,256,257.50"
"Jan 04, 1999",50.93,12.04,--,"4,256,257.50"
"Dec 31, 1998",53.26,12.58,--,"4,256,257.50"
"Dec 30, 1998",52.15,12.30,--,"4,256,257.50"
"Dec 29, 1998",51.30,12.09,--,"4,256,257.50"
"Dec 28, 1998",50.13,11.81,--,"4,256,257.50"
"Dec 24, 1998",49.85,11.74,--,"4,256,257.50"
"Dec 23, 1998",49.74,11.73,--,"4,256,257.50"
"Dec 22, 1998",48.31,11.41,0.03,"4,256,257.50"
"Dec 21, 1998",49.65,11.71,--,"4,256,257.50"
"Dec 18, 1998",49.68,11.71,--,"4,256,257.50"
"Dec 17, 1998",48.89,11.55,--,"4,256,257.50"
"Dec 16, 1998",48.93,11.55,--,"4,256,257.50"
"Dec 15, 1998",49.12,11.57,--,"4,256,257.50"
"Dec 14, 1998",48.90,11.55,--,"4,256,257.50"
"Dec 11, 1998",48.13,11.39,--,"4,256,257.50"
"Dec 10, 1998",47.27,11.21,--,"4,256,257.50"
"Dec 09, 1998",46.87,11.14,--,"4,256,257.50"
"Dec 08, 1998",45.88,10.92,--,"4,256,257.50"
"Dec 07, 1998",46.20,10.99,--,"4,256,257.50"
"Dec 04, 1998",47.61,11.28,--,"4,256,257.50"
"Dec 03, 1998",47.08,11.19,--,"4,256,257.50"
"Dec 02, 1998",47.51,11.32,--,"4,256,257.50"
"Dec 01, 1998",46.75,11.15,--,"4,256,257.50"
"Nov 30, 1998",45.01,10.77,--,"4,256,257.50"
"Nov 27, 1998",44.65,10.68,--,"4,256,257.50"
"Nov 25, 1998",44.77,10.72,--,"4,256,257.50"
"Nov 24, 1998",43.58,10.48,--,"4,256,257.50"
"Nov 23, 1998",42.45,10.22,--,"4,256,257.50"
"Nov 20, 1998",40.93,9.90,--,"4,256,257.50"
"Nov 19, 1998",40.83,9.86,--,"4,256,257.50"
"Nov 18, 1998",40.67,9.85,--,"4,256,257.50"
"Nov 17, 1998",41.17,9.96,--,"4,256,257.50"
"Nov 16, 1998",41.05,9.91,--,"4,256,257.50"
"Nov 13, 1998",41.29,9.98,--,"4,256,257.50"
"Nov 12, 1998",40.92,9.89,--,"4,256,257.50"
"Nov 11, 1998",42.48,10.23,--,"4,256,257.50"
"Nov 10, 1998",41.71,10.07,--,"4,256,257.50"
"Nov 09, 1998",41.58,10.05,--,"4,256,257.50"
"Nov 06, 1998",40.29,9.76,0.71,"4,256,257.50"
"Nov 05, 1998",38.91,10.17,--,"4,256,257.50"
"Nov 04, 1998",38.21,10.01,--,"4,256,257.50"
"Nov 03, 1998",37.38,9.82,--,"4,256,257.50"
"Nov 02, 1998",37.16,9.77,--,"4,256,257.50"
"Oct 30, 1998",35.78,9.48,--,"4,256,257.50"
"Oct 29, 1998",35.89,9.51,--,"4,256,257.50"
"Oct 28, 1998",36.15,9.58,--,"4,256,257.50"
"Oct 27, 1998",36.73,9.70,--,"4,256,257.50"
"Oct 26, 1998",37.05,9.76,--,"4,256,257.50"
"Oct 23, 1998",37.05,9.76,--,"4,256,257.50"
"Oct 22, 1998",37.15,9.80,--,"4,256,257.50"
"Oct 21, 1998",37.35,9.83,--,"4,256,257.50"
"Oct 20, 1998",37.37,9.85,--,"4,256,257.50"
"Oct 19, 1998",34.83,9.31,--,"4,256,257.50"
"Oct 16, 1998",34.83,9.31,--,"4,256,257.50"
"Oct 15, 1998",34.57,9.22,--,"4,256,257.50"
"Oct 14, 1998",33.62,9.02,--,"4,256,257.50"
"Oct 13, 1998",33.61,9.00,--,"4,256,257.50"
"Oct 12, 1998",34.08,9.11,--,"4,256,257.50"
"Oct 09, 1998",32.41,8.73,--,"4,256,257.50"
"Oct 08, 1998",32.53,9.75,--,"4,256,257.50"
"Oct 07, 1998",32.23,9.68,--,"4,256,257.50"
"Oct 06, 1998",32.69,9.76,--,"4,256,257.50"
"Oct 05, 1998",31.27,9.42,--,"4,256,257.50"
"Oct 02, 1998",31.57,9.49,--,"4,256,257.50"
"Oct 01, 1998",31.88,9.60,--,"4,256,257.50"
"Sep 30, 1998",32.40,10.72,--,"4,256,257.50"
"Sep 29, 1998",46.89,10.83,--,"4,256,257.50"
"Sep 28, 1998",48.42,11.16,--,"4,256,257.50"
"Sep 25, 1998",48.42,11.15,--,"4,256,257.50"
"Sep 24, 1998",48.61,11.18,--,"4,256,257.50"
"Sep 23, 1998",46.92,10.84,--,"4,256,257.50"
"Sep 22, 1998",48.80,11.24,--,"4,256,257.50"
"Sep 21, 1998",48.22,11.15,--,"4,256,257.50"
"Sep 18, 1998",50.10,11.48,--,"4,256,257.50"
"Sep 17, 1998",48.88,11.23,--,"4,256,257.50"
"Sep 16, 1998",50.05,11.49,--,"4,256,257.50"
"Sep 15, 1998",49.26,11.31,--,"4,256,257.50"
"Sep 14, 1998",49.98,11.46,--,"4,256,257.50"
"Sep 11, 1998",46.67,10.73,--,"4,256,257.50"
"Sep 10, 1998",48.16,11.04,--,"4,256,257.50"
"Sep 09, 1998",49.32,11.29,--,"4,256,257.50"
"Sep 08, 1998",44.77,10.25,--,"4,256,257.50"
"Sep 04, 1998",46.38,11.15,--,"4,256,257.50"
"Sep 03, 1998",39.89,9.59,--,"4,256,257.50"
"Sep 02, 1998",37.50,9.01,--,"4,256,257.50"
"Sep 01, 1998",32.58,7.81,--,"4,256,257.50"
"Aug 31, 1998",34.76,8.43,--,"4,256,257.50"
"Aug 28, 1998",34.63,8.40,--,"4,256,257.50"
"Aug 27, 1998",35.79,8.70,--,"4,256,257.50"
"Aug 26, 1998",37.15,9.01,--,"4,256,257.50"
"Aug 25, 1998",37.24,9.05,0.24,"4,256,257.50"
"Aug 24, 1998",36.74,9.12,--,"4,256,257.50"
"Aug 21, 1998",37.35,9.30,--,"4,256,257.50"
"Aug 20, 1998",40.53,10.12,--,"4,256,257.50"
"Aug 19, 1998",39.62,9.90,--,"4,181,257.50"
"Aug 18, 1998",35.73,8.98,--,"4,181,257.50"
"Aug 17, 1998",35.58,8.95,--,"4,181,257.50"
"Aug 14, 1998",37.34,9.39,--,"4,181,257.50"
"Aug 13, 1998",37.34,9.38,--,"4,087,507.50"
"Aug 12, 1998",39.21,9.91,--,"4,087,507.50"
"Aug 11, 1998",37.89,9.59,--,"4,087,507.50"
"Aug 10, 1998",40.49,10.29,--,"4,087,507.50"
"Aug 07, 1998",42.02,10.70,--,"4,087,507.50"
"Aug 06, 1998",43.58,11.08,--,"4,087,507.50"
"Aug 05, 1998",44.99,11.44,--,"4,087,507.50"
"Aug 04, 1998",45.71,11.56,--,"4,087,507.50"
"Aug 03, 1998",45.53,11.52,--,"4,087,507.50"
"Jul 31, 1998",48.09,12.08,--,"4,012,507.50"
"Jul 30, 1998",46.19,11.60,--,"4,012,507.50"
"Jul 29, 1998",45.64,11.47,--,"3,881,257.50"
"Jul 28, 1998",48.21,12.13,--,"3,881,257.50"
"Jul 27, 1998",48.39,12.13,--,"3,881,257.50"
"Jul 24, 1998",49.71,12.45,--,"3,881,257.50"
"Jul 23, 1998",49.34,12.39,--,"3,881,257.50"
"Jul 22, 1998",50.37,12.63,--,"3,881,257.50"
"Jul 21, 1998",52.53,13.15,--,"3,881,257.50"
"Jul 20, 1998",53.65,13.43,--,"3,881,257.50"
"Jul 17, 1998",53.75,13.47,--,"3,750,007.50"
"Jul 16, 1998",52.05,13.01,--,"3,637,507.50"
"Jul 15, 1998",51.70,12.95,--,"3,618,757.50"
"Jul 14, 1998",49.68,12.46,--,"3,618,757.50"
"Jul 13, 1998",49.15,12.36,--,"3,618,757.50"
"Jul 10, 1998",49.51,12.40,--,"3,618,757.50"
"Jul 09, 1998",51.88,12.99,--,"3,618,757.50"
"Jul 08, 1998",53.61,13.42,--,"3,618,757.50"
"Jul 07, 1998",55.19,13.82,--,"3,618,757.50"
"Jul 06, 1998",55.58,13.93,--,"3,618,757.50"
"Jul 02, 1998",56.17,14.08,--,"3,618,757.50"
"Jul 01, 1998",55.76,13.97,--,"3,618,757.50"
"Jun 30, 1998",53.84,13.53,--,"3,618,757.50"
"Jun 29, 1998",52.39,13.20,--,"3,618,757.50"
"Jun 26, 1998",53.21,13.40,--,"3,618,757.50"
"Jun 25, 1998",54.90,13.82,--,"3,618,757.50"
"Jun 24, 1998",56.40,14.15,--,"3,618,757.50"
"Jun 23, 1998",57.05,14.33,--,"3,618,757.50"
"Jun 22, 1998",56.91,14.27,--,"3,618,757.50"
"Jun 19, 1998",59.25,14.87,--,"3,618,757.50"
"Jun 18, 1998",58.69,14.70,--,"3,618,757.50"
"Jun 17, 1998",56.52,14.10,--,"3,618,757.50"
"Jun 16, 1998",52.86,13.25,--,"3,618,757.50"
"Jun 15, 1998",54.43,13.69,--,"3,618,757.50"
"Jun 12, 1998",58.18,14.67,--,"3,618,757.50"
"Jun 11, 1998",59.24,14.93,--,"3,618,757.50"
"Jun 10, 1998",60.29,15.21,--,"3,618,757.50"
"Jun 09, 1998",63.57,16.03,--,"3,618,757.50"
"Jun 08, 1998",61.83,15.58,--,"3,618,757.50"
"Jun 05, 1998",63.21,15.92,--,"3,618,757.50"
"Jun 04, 1998",64.95,16.39,--,"3,618,757.50"
"Jun 03, 1998",67.12,16.89,--,"3,618,757.50"
"Jun 02, 1998",66.11,16.64,--,"3,618,757.50"
"Jun 01, 1998",65.00,16.39,--,"3,618,757.50"
"May 29, 1998",69.52,17.56,--,"3,618,757.50"
"May 28, 1998",70.14,17.69,--,"3,618,757.50"
"May 27, 1998",71.37,18.03,--,"3,618,757.50"
"May 26, 1998",72.88,18.39,--,"3,618,757.50"
"May 22, 1998",76.35,19.30,--,"3,618,757.50"
"May 21, 1998",78.74,19.84,--,"3,618,757.50"
"May 20, 1998",74.53,18.85,--,"3,618,757.50"
"May 19, 1998",71.79,18.18,--,"3,618,757.50"
"May 18, 1998",71.79,18.21,--,"3,618,757.50"
"May 15, 1998",75.88,19.25,--,"3,618,757.50"
"May 14, 1998",74.64,18.91,--,"3,618,757.50"
"May 13, 1998",70.92,18.00,--,"3,618,757.50"
"May 12, 1998",73.71,18.73,--,"3,618,757.50"
"May 11, 1998",75.59,19.15,--,"3,656,257.50"
"May 08, 1998",76.65,19.43,--,"3,656,257.50"
"May 07, 1998",77.05,19.47,--,"3,656,257.50"
"May 06, 1998",75.74,19.11,--,"3,656,257.50"
"May 05, 1998",83.46,21.05,--,"3,656,257.50"
"May 04, 1998",86.41,21.79,--,"3,656,257.50"
"May 01, 1998",85.97,21.68,--,"3,656,257.50"
"Apr 30, 1998",84.29,21.26,--,"3,656,257.50"
"Apr 29, 1998",83.65,21.08,--,"3,656,257.50"
"Apr 28, 1998",82.99,20.88,--,"3,656,257.50"
"Apr 27, 1998",82.33,20.72,--,"3,656,257.50"
"Apr 24, 1998",84.75,21.39,--,"3,656,257.50"
"Apr 23, 1998",83.47,21.08,--,"3,656,257.50"
"Apr 22, 1998",83.09,20.97,--,"3,656,257.50"
"Apr 21, 1998",84.29,21.22,--,"3,656,257.50"
"Apr 20, 1998",84.59,21.27,--,"3,656,257.50"
"Apr 17, 1998",83.94,21.12,--,"3,656,257.50"
"Apr 16, 1998",84.81,21.30,--,"3,656,257.50"
"Apr 15, 1998",88.05,22.12,--,"3,656,257.50"
"Apr 14, 1998",90.96,22.82,--,"3,656,257.50"
"Apr 13, 1998",92.31,23.17,--,"3,656,257.50"
"Apr 09, 1998",94.49,23.70,--,"3,656,257.50"
"Apr 08, 1998",90.62,22.70,--,"3,656,257.50"
"Apr 07, 1998",90.36,22.75,--,"3,656,257.50"
"Apr 06, 1998",90.11,22.69,--,"3,656,257.50"
"Apr 03, 1998",89.24,22.42,--,"3,656,257.50"
"Apr 02, 1998",92.56,23.24,--,"3,656,257.50"
"Apr 01, 1998",96.20,24.09,--,"3,656,257.50"
"Mar 31, 1998",100.02,25.05,--,"3,656,257.50"
"Mar 30, 1998",100.52,25.12,--,"3,656,257.50"
"Mar 27, 1998",102.84,25.67,--,"3,656,257.50"
"Mar 26, 1998",102.80,25.68,--,"3,656,257.50"
"Mar 25, 1998",103.82,25.97,--,"3,656,257.50"
"Mar 24, 1998",101.41,25.36,--,"3,656,257.50"
"Mar 23, 1998",105.59,26.36,--,"3,656,257.50"
"Mar 20, 1998",101.51,25.37,--,"3,656,257.50"
"Mar 19, 1998",101.18,25.32,--,"3,656,257.50"
"Mar 18, 1998",97.46,24.43,--,"3,656,257.50"
"Mar 17, 1998",92.64,23.23,--,"3,656,257.50"
"Mar 16, 1998",93.91,23.54,--,"3,656,257.50"
"Mar 13, 1998",95.77,24.00,--,"3,656,257.50"
"Mar 12, 1998",91.25,22.87,--,"3,656,257.50"
"Mar 11, 1998",91.13,22.86,--,"3,656,257.50"
"Mar 10, 1998",91.63,22.98,--,"3,656,257.50"
"Mar 09, 1998",86.00,21.61,--,"3,656,257.50"
"Mar 06, 1998",88.65,22.20,--,"3,656,257.50"
"Mar 05, 1998",88.96,22.30,--,"3,656,257.50"
"Mar 04, 1998",93.40,23.38,--,"3,656,257.50"
"Mar 03, 1998",97.11,24.28,--,"3,656,257.50"
"Mar 02, 1998",103.81,25.92,--,"3,656,257.50"
"Feb 27, 1998",102.67,25.64,--,"3,656,257.50"
"Feb 26, 1998",98.85,24.63,--,"3,656,257.50"
"Feb 25, 1998",96.32,24.03,--,"3,656,257.50"
"Feb 24, 1998",98.80,24.67,--,"3,656,257.50"
"Feb 23, 1998",95.25,23.83,--,"3,656,257.50"
"Feb 20, 1998",98.40,24.66,--,"3,656,257.50"
"Feb 19, 1998",99.02,24.79,--,"3,656,257.50"
"Feb 18, 1998",94.48,23.66,--,"3,656,257.50"
"Feb 17, 1998",90.69,22.73,--,"3,693,757.50"
"Feb 13, 1998",90.37,22.62,--,"3,693,757.50"
"Feb 12, 1998",94.04,23.52,--,"3,693,757.50"
"Feb 11, 1998",104.10,25.96,--,"3,693,757.50"
"Feb 10, 1998",105.27,26.27,--,"3,693,757.50"
"Feb 09, 1998",96.56,24.10,--,"3,600,007.50"
"Feb 06, 1998",96.28,24.00,--,"3,562,507.50"
"Feb 05, 1998",92.30,23.09,--,"3,562,507.50"
"Feb 04, 1998",88.38,22.28,--,"3,562,507.50"
"Feb 03, 1998",90.01,22.75,--,"2,962,507.50"
"Feb 02, 1998",69.50,17.75,--,"2,962,507.50"
"Jan 30, 1998",68.40,17.47,--,"2,962,507.50"
"Jan 29, 1998",65.51,16.74,--,"2,962,507.50"
"Jan 28, 1998",65.66,16.78,--,"2,962,507.50"
"Jan 27, 1998",64.62,16.52,--,"2,962,507.50"
"Jan 26, 1998",63.33,16.19,--,"2,812,507.50"
"Jan 23, 1998",61.58,15.80,--,"2,812,507.50"
"Jan 22, 1998",64.26,16.43,--,"2,793,757.50"
"Jan 21, 1998",68.08,17.33,--,"2,775,007.50"
"Jan 20, 1998",70.07,17.79,--,"2,587,507.50"
"Jan 16, 1998",64.43,16.38,--,"2,531,257.50"
"Jan 15, 1998",60.91,15.50,--,"2,343,757.50"
"Jan 14, 1998",61.61,15.73,--,"2,343,757.50"
"Jan 13, 1998",55.27,14.15,--,"1,987,507.50"
"Jan 12, 1998",51.71,13.27,--,"1,837,507.50"
"Jan 09, 1998",53.61,13.75,--,"1,725,007.50"
"Jan 08, 1998",54.76,14.10,--,"1,612,507.50"
"Jan 07, 1998",58.68,15.09,--,"1,612,507.50"
"Jan 06, 1998",59.37,15.24,--,"1,518,757.50"
"Jan 05, 1998",66.34,17.02,--,"1,518,757.50"
"Jan 02, 1998",72.92,18.64,--,"1,481,257.50"
"Dec 31, 1997",77.05,19.67,--,"1,481,257.50"
"Dec 30, 1997",75.90,19.44,--,"1,481,257.50"
"Dec 29, 1997",73.11,18.73,--,"1,481,257.50"
"Dec 26, 1997",73.01,18.71,--,"1,481,257.50"
"Dec 24, 1997",72.36,18.53,--,"1,481,257.50"
"Dec 23, 1997",72.72,18.65,0.08,"1,481,257.50"
"Dec 22, 1997",75.14,19.26,--,"1,481,257.50"
"Dec 19, 1997",75.55,19.28,--,"1,481,257.50"
"Dec 18, 1997",76.07,19.41,--,"1,481,257.50"
"Dec 17, 1997",72.75,18.54,--,"1,406,257.50"
"Dec 16, 1997",70.10,17.87,--,"1,350,007.50"
"Dec 15, 1997",72.55,18.41,--,"1,350,007.50"
"Dec 12, 1997",75.16,19.13,--,"1,293,757.50"
"Dec 11, 1997",78.45,19.97,--,"1,293,757.50"
"Dec 10, 1997",87.28,22.18,--,"1,293,757.50"
"Dec 09, 1997",86.49,21.97,--,"1,181,257.50"
"Dec 08, 1997",92.43,23.36,--,"1,181,257.50"
"Dec 05, 1997",80.60,20.51,--,"1,181,257.50"
"Dec 04, 1997",76.90,19.40,--,"1,181,257.50"
"Dec 03, 1997",74.53,18.83,--,"1,181,257.50"
"Dec 02, 1997",74.33,18.80,--,"1,143,757.50"
"Dec 01, 1997",73.52,18.53,--,"1,143,757.50"
"Nov 28, 1997",77.37,19.59,--,"1,106,257.50"
"Nov 26, 1997",74.02,18.80,--,"1,031,257.50"
"Nov 25, 1997",76.77,19.44,--,"1,031,257.50"
"Nov 24, 1997",81.87,20.71,--,"993,757.50"
"Nov 21, 1997",80.83,20.37,--,"956,257.50"
"Nov 20, 1997",75.54,18.98,--,"956,257.50"
"Nov 19, 1997",85.60,21.43,--,"956,257.50"
"Nov 18, 1997",90.20,22.45,--,"956,257.50"
"Nov 17, 1997",99.53,24.83,--,"956,257.50"
"Nov 14, 1997",101.85,25.41,--,"956,257.50"
"Nov 13, 1997",101.69,25.35,--,"937,507.50"
"Nov 12, 1997",102.92,25.63,--,"937,507.50"
"Nov 11, 1997",103.44,25.75,--,"937,507.50"
"Nov 10, 1997",103.43,25.74,--,"937,507.50"
"Nov 07, 1997",107.44,26.68,--,"900,007.50"
"Nov 06, 1997",110.58,27.45,--,"900,007.50"
"Nov 05, 1997",111.03,27.58,--,"900,007.50"
"Nov 04, 1997",109.64,27.21,--,"900,007.50"
"Nov 03, 1997",109.85,27.24,--,"900,007.50"
"Oct 31, 1997",98.28,24.40,--,"900,007.50"
"Oct 30, 1997",94.78,23.53,--,"900,007.50"
"Oct 29, 1997",96.39,23.93,--,"843,757.50"
"Oct 28, 1997",93.60,23.23,--,"843,757.50"
"Oct 27, 1997",101.27,25.01,--,"843,757.50"
"Oct 24, 1997",101.24,25.02,--,"843,757.50"
"Oct 23, 1997",104.29,25.83,--,"843,757.50"
"Oct 22, 1997",106.39,26.30,--,"843,757.50"
"Oct 21, 1997",112.68,27.80,--,"806,257.50"
"Oct 20, 1997",114.25,28.15,--,"806,257.50"
"Oct 17, 1997",121.40,29.86,--,"806,257.50"
"Oct 16, 1997",124.94,30.71,--,"806,257.50"
"Oct 15, 1997",126.49,31.02,--,"806,257.50"
"Oct 14, 1997",131.60,32.29,--,"806,257.50"
